Year,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
2017,154,Burundi,2.904999971,0.09162256867,0.6297935843,0.1516107917,0.0599007532,0.2044351846,0.08414794505
2017,155,Central African Republic,2.693000078,0,0,0.0187726859,0.2708420455,0.2808764875,0.05656507611
2016,1,Denmark,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453
2016,2,Switzerland,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203
2016,3,Iceland,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975
2016,4,Norway,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776
2016,5,Finland,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004
2016,6,Canada,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329
2016,7,Netherlands,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927
2016,8,New Zealand,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904
2016,9,Australia,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331
2016,10,Sweden,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867
2016,11,Israel,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728
2016,12,Austria,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348
2016,13,United States,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868
2016,14,Costa Rica,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547
2016,15,Puerto Rico,7.039,1.35943,1.08113,0.77758,0.46823,0.22202,0.12275
2016,16,Germany,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551
2016,17,Brazil,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166
2016,18,Belgium,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248
2016,19,Ireland,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754
2016,20,Luxembourg,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329
2016,21,Mexico,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2016,22,Singapore,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987
2016,23,United Kingdom,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399
2016,24,Chile,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451
2016,25,Panama,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423
2016,26,Argentina,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296
2016,27,Czech Republic,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986
2016,28,United Arab Emirates,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561
2016,29,Uruguay,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394
2016,30,Malta,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554
2016,31,Colombia,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,32,France,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808
2016,33,Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2016,34,Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008
2016,34,Taiwan,6.379,1.39729,0.92624,0.79565,0.32377,0.25495,0.0663
2016,36,Qatar,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049
2016,37,Spain,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137
2016,38,Algeria,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157
2016,39,Guatemala,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701
2016,40,Suriname,6.269,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692
2016,41,Kuwait,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669
2016,42,Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772
2016,43,Trinidad and Tobago,6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241
2016,44,Venezuela,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304
2016,45,Slovakia,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947
2016,46,El Salvador,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613
2016,47,Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081
2016,48,Nicaragua,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292
2016,49,Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333
2016,50,Italy,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556
2016,51,Ecuador,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037
2016,52,Belize,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771
2016,53,Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985
2016,54,Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132
2016,55,Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903
2016,56,Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586
2016,57,Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055
2016,57,South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716
2016,59,Bolivia,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746
2016,60,Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182
2016,61,Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457
2016,62,North Cyprus,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578
2016,63,Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635
2016,64,Peru,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292
2016,65,Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467
2016,66,Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203
2016,67,Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339
2016,68,Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889
2016,69,Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228
2016,70,Paraguay,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2016,71,Romania,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679
2016,72,Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519
2016,73,Jamaica,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294
2016,74,Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002
2016,75,Hong Kong,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647
2016,76,Somalia,5.44,0,0.33613,0.11466,0.56778,0.27225,0.3118
2016,77,Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547
2016,78,Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348
2016,79,Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322
2016,80,Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297
2016,81,Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914
2016,82,Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757
2016,83,China,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745
2016,84,Bhutan,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616
2016,85,Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762
2016,86,Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339
2016,87,Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0
2016,88,Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721
2016,89,Dominican Republic,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372
2016,90,Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404
2016,91,Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472
2016,92,Pakistan,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2016,93,Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061
2016,94,Portugal,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521
2016,95,Macedonia,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047
2016,96,Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556
2016,97,Somaliland Region,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794
2016,98,Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817
2016,99,Greece,5.033,1.24886,0.75473,0.80029,0.05822,0,0.04127
2016,100,Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509
2016,101,Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285
2016,102,Laos,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423
2016,103,Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2016,104,Honduras,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906
2016,105,Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557
2016,106,Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479
2016,107,Nepal,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008
2016,108,Palestinian Territories,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613
2016,109,Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301
2016,110,Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583
2016,111,Sierra Leone,4.635,0.36485,0.628,0,0.30685,0.23897,0.08196
2016,112,Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636
2016,113,Namibia,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398
2016,114,Cameroon,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126
2016,115,Ethiopia,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2016,116,South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415
2016,117,Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964
2016,118,India,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722
2016,119,Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243
2016,120,Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393
2016,121,Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616
2016,122,Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686
2016,123,Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829
2016,124,Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326
2016,125,Congo (Kinshasa),4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075
2016,126,Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188
2016,127,Congo (Brazzaville),4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753
2016,128,Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681
2016,129,Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615
2016,130,Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955
2016,131,Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582
2016,132,Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564
2016,133,Sudan,4.139,0.63069,0.81928,0.29759,0,0.18077,0.10039
2016,134,Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314
2016,135,Mali,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647
2016,136,Haiti,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476
2016,137,Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769
2016,138,Comoros,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437
2016,139,Ivory Coast,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553
2016,140,Cambodia,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092
2016,141,Angola,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434
2016,142,Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176
2016,143,South Sudan,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015
2016,144,Chad,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952
2016,145,Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533
2016,145,Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442
2016,147,Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892
2016,148,Madagascar,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506
2016,149,Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099
2016,150,Liberia,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852
2016,151,Guinea,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192
2016,152,Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521
2016,153,Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681
2016,154,Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112
2016,155,Togo,3.303,0.28123,0,0.24811,0.34678,0.17517,0.11587
2016,156,Syria,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233
2016,157,Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419
