STATION,NAME,Year,Decade,Month,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,02,1999-02-24,0,0,0,34,13,31,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,02,1999-02-25,0.34,4.1,3,33,28,32,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,02,1999-02-26,0,0,1,36,16,32,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,02,1999-02-27,0.02,0,0,37,26,36,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,02,1999-02-28,0.44,0,0,40,36,36,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-01,0.17,1.8,1,36,29,34,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-02,0.01,0,0,41,21,36,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-03,0.3,1.7,1,36,31,32,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-04,0.04,0.4,0,35,21,32,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-05,0.05,0.6,0,33,24,30,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-06,0.79,8,7,30,19,19,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-07,0,0,6,27,3,24,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-08,0,0,5,26,5,22,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-09,0.46,3.9,8,26,21,22,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-10,0.08,1,7,33,19,28,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-11,0,0,6,36,12,33,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-12,0,0,5,38,16,35,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-13,0,0,5,36,15,35,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-14,0,0,5,40,22,35,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-15,0,0,3,40,22,39,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-16,0,0,1,47,28,45,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-17,0,0,0,60,34,59,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-18,0,0,0,59,36,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-19,0,0,0,46,28,43,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-20,0,0,0,50,23,46,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-21,0.01,0.1,0,46,31,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-22,0,0,0,41,28,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-23,0,0,0,50,22,47,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-24,0,0,0,47,29,40,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-25,0,0,0,40,26,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-26,0,0,0,47,21,44,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-27,0,0,0,54,24,52,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-28,0,0,0,61,28,57,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-29,0,0,0,59,38,55,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-30,0,0,0,68,36,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,03,1999-03-31,0,0,0,73,42,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-01,0.04,0,0,66,51,60,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-02,0,0,0,69,54,68,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-03,0,0,0,77,57,68,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-04,0.61,0,0,68,42,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-05,0.04,0,0,55,34,53,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-06,0.03,0,0,65,43,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-07,0,0,0,67,37,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-08,0,0,0,73,49,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-09,0.84,0,0,71,37,41,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-10,0,0,0,52,31,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-11,0.32,0,0,50,37,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-12,0.07,0,0,54,33,54,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-13,0,0,0,59,33,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-14,0,0,0,67,36,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-15,0,0,0,67,44,54,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-16,0.66,0,0,54,39,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-17,0.09,0,0,55,39,47,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-18,0.08,0,0,52,37,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-19,0,0,0,53,35,49,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-20,0.1,0,0,56,39,54,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-21,0.01,0,0,57,45,56,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-22,0.61,0,0,56,45,47,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-23,1.3,0,0,47,40,46,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-24,0,0,0,57,30,55,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-25,0,0,0,62,31,62,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-26,0,0,0,73,37,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-27,0,0,0,73,42,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-28,0,0,0,68,43,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-29,0,0,0,67,39,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,04,1999-04-30,0,0,0,71,42,70,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-01,0,0,0,72,41,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-02,0,0,0,75,43,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-03,0,0,0,77,45,74,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-04,0,0,0,79,49,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-05,0,0,0,77,52,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-06,0.01,0,0,75,60,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-07,0,0,0,74,52,69,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-08,0.08,0,0,69,51,55,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-09,0,0,0,66,48,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-10,0,0,0,71,43,70,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-11,0,0,0,74,41,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-12,0.03,0,0,71,49,61,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-13,0.02,0,0,63,46,63,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-14,0,0,0,70,44,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-15,0,0,0,73,54,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-16,0,0,0,80,56,78,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-17,0,0,0,89,64,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-18,1.72,0,0,87,63,64,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-19,0,0,0,70,50,69,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-20,0,0,0,73,48,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-21,0,0,0,79,50,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-22,0.21,0,0,78,57,67,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-23,0.23,0,0,67,48,62,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-24,0.28,0,0,62,48,48,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-25,0.05,0,0,61,43,56,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-26,0,0,0,68,47,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-27,0,0,0,78,41,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-28,0,0,0,85,53,84,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-29,0,0,0,87,56,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-30,0,0,0,87,58,82,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,05,1999-05-31,0.24,0,0,82,63,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-01,0.13,0,0,76,65,75,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-02,0.12,0,0,75,64,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-03,0,0,0,70,49,64,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-04,0,0,0,70,46,69,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-05,0,0,0,85,53,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-06,0,0,0,91,66,90,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-07,0,0,0,90,72,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-08,0,0,0,89,64,88,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-09,0.01,0,0,88,60,74,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-10,0.02,0,0,93,67,92,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-11,0,0,0,92,70,90,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-12,0.03,0,0,91,68,75,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-13,0.61,0,0,78,66,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-14,0.9,0,0,75,61,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-15,0,0,0,70,43,61,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-16,0,0,0,64,50,63,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-17,0,0,0,65,53,62,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-18,0,0,0,74,46,72,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-19,0,0,0,72,52,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-20,0,0,0,79,55,78,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-21,0,0,0,80,56,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-22,0,0,0,82,56,81,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-23,0,0,0,87,60,84,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-24,0,0,0,86,70,76,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-25,0.17,0,0,87,63,86,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-26,0,0,0,87,62,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-27,1,0,0,85,67,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-28,0,0,0,86,68,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-29,0.31,0,0,85,59,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,06,1999-06-30,0,0,0,73,58,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-01,1.01,0,0,75,59,74,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-02,0,0,0,84,62,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-03,0.24,0,0,89,66,86,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-04,0,0,0,93,73,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-05,0,0,0,93,72,92,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-06,0,0,0,92,77,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-07,0,0,0,83,61,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-08,0,0,0,84,60,81,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-09,0.41,0,0,82,65,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-10,0,0,0,80,60,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-11,0,0,0,77,52,76,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-12,0,0,0,80,55,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-13,0,0,0,83,59,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-14,0,0,0,85,61,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-15,0,0,0,88,64,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-16,0,0,0,91,67,90,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-17,0.94,0,0,90,69,72,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-18,0.02,0,0,85,66,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-19,0.98,0,0,83,69,75,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-20,0.07,0,0,82,65,81,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-21,0.17,0,0,84,67,82,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-22,0.06,0,0,86,72,84,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-23,1.35,0,0,89,67,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-24,0.01,0,0,91,69,90,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-25,0,0,0,90,67,85,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-26,0.1,0,0,85,63,76,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-27,0.01,0,0,88,68,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-28,0,0,0,90,64,90,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-29,0.08,0,0,91,68,90,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-30,0,0,0,96,73,92,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,07,1999-07-31,0.13,0,0,94,73,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-01,0,0,0,82,67,80,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-02,0,0,0,80,58,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-03,0,0,0,82,56,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-04,0.51,0,0,80,61,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-05,0,0,0,81,59,80,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-06,0,0,0,81,56,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-07,0.28,0,0,80,61,65,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-08,0.03,0,0,74,64,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-09,0,0,0,74,50,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-10,0.14,0,0,76,59,76,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-11,0,0,0,83,59,81,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-12,0,0,0,81,60,72,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-13,0.05,0,0,87,67,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-14,0.08,0,0,73,60,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-15,0,0,0,78,51,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-16,0,0,0,83,55,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-17,0,0,0,86,64,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-18,0,0,0,83,59,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-19,0,0,0,71,60,66,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-20,0,0,0,79,55,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-21,0,0,0,81,54,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-22,0,0,0,82,57,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-23,0.05,0,0,78,61,67,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-24,0.14,0,0,76,64,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-25,0.6,0,0,75,64,72,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-26,0.21,0,0,75,65,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-27,0.15,0,0,82,62,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-28,0,0,0,89,67,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-29,0,0,0,87,54,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-30,0,0,0,71,50,69,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,08,1999-08-31,0,0,0,77,53,75,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-01,0,0,0,84,54,82,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-02,0,0,0,88,56,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-03,0,0,0,88,57,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-04,0,0,0,91,55,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-05,0,0,0,87,61,85,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-06,0.06,0,0,87,65,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-07,0,0,0,80,62,77,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-08,0,0,0,87,57,84,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-09,0,0,0,84,59,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-10,0,0,0,72,50,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-11,0,0,0,78,53,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-12,0,0,0,89,55,84,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-13,0.1,0,0,84,62,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-14,0,0,0,71,49,68,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-15,0,0,0,71,44,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-16,0,0,0,69,48,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-17,0,0,0,73,45,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-18,0,0,0,77,44,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-19,0,0,0,81,49,79,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-20,0,0,0,79,55,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-21,0.19,0,0,65,46,60,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-22,0,0,0,69,36,67,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-23,0,0,0,78,51,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-24,0.08,0,0,75,52,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-25,0,0,0,71,43,69,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-26,0,0,0,87,52,83,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-27,0,0,0,87,59,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-28,0,0,0,84,64,81,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-29,2.12,0,0,81,50,50,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,09,1999-09-30,0.08,0,0,65,44,63,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-01,0,0,0,63,45,60,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-02,0.14,0,0,60,45,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-03,0.03,0,0,51,37,47,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-04,0.54,0,0,55,42,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-05,0,0,0,59,34,57,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-06,0,0,0,57,42,49,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-07,0,0,0,55,32,51,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-08,0.18,0,0,58,39,57,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-09,0.03,0,0,65,54,63,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-10,0.02,0,0,74,59,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-11,0,0,0,73,41,63,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-12,0,0,0,66,39,62,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-13,0.56,0,0,64,45,45,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-14,0.03,0,0,55,33,54,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-15,0,0,0,68,37,67,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-16,0,0,0,75,54,72,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-17,0.02,0,0,72,48,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-18,0,0,0,56,33,50,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-19,0,0,0,56,39,53,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-20,0,0,0,53,40,49,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-21,0,0,0,60,31,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-22,0.02,0,0,58,43,45,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-23,0.05,0,0,47,37,41,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-24,0.01,0,0,48,34,40,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-25,0,0,0,60,31,57,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-26,0,0,0,60,40,56,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-27,0,0,0,56,30,48,
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-28,0,0,0,75,37,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-29,0,0,0,77,42,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-30,0,0,0,75,49,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,10,1999-10-31,0,0,0,71,58,59,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,11,1999-11-01,0,0,0,75,43,68,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1999,1990,11,1999-11-02,0.36,0,0,68,35,39,1
