Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
6400     WEST                                                                                                AV,SPEEDING  32 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/27/2016,2:58:00 PM,226.1
6800     WEST                                                                                                AV,SPEEDING  36 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/27/2016,2:42:00 PM,236.1
6400     WEST                                                                                                AV,SPEEDING  31 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/27/2016,2:30:00 PM,339.43
6400     WEST                                                                                                AV,SPEEDING  36 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/27/2016,2:18:00 PM,246.1
1900   NWLOOP 410 EBML,SPEEDING  81 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/27/2016,10:24:00 AM,211.1
1700     JACKSON KELLER                                                                                      RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/27/2016,1:40:00 PM,206.1
6800     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/27/2016,1:40:00 PM,306.93
6400     WEST                                                                                                AV,SPEEDING  32 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/26/2016,3:32:00 PM,216.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"ZUNIGA, E.",1/26/2016,3:23:00 PM,276.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  44 MPH in a  20 MP,20,"SINGLETON, R.",1/26/2016,2:16:00 PM,301.1
2200   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,9:40:00 AM,186.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,9:26:00 AM,371.93
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/25/2016,5:21:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING  45 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/25/2016,3:30:00 PM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,12:08:00 PM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,11:59:00 AM,336.1
1500     JACKSON KELLER                                                                                      RD,SPEEDING  52 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,11:41:00 AM,216.1
6700     WEST                                                                                                AV,SPEEDING  62 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,11:19:00 AM,266.1
5000     BLANCO                                                                                              RD,SPEEDING  55 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/25/2016,10:30:00 AM,231.1
1900   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/25/2016,1:38:00 PM,201.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/25/2016,1:24:00 PM,206.1
6600     WEST                                                                                                AV,SPEEDING  56 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/24/2016,9:35:00 PM,443.43
2200   NWMILITARY                                                                                            HY,SPEEDING  54 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/24/2016,4:11:00 PM,226.1
5900     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/24/2016,3:41:00 PM,196.1
1200     LOCKHILL SELMA                                                                                      RD,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/24/2016,3:04:00 PM,286.1
6400     WEST                                                                                                AV,SPEEDING  57 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",1/23/2016,1:51:00 AM,241.1
6900     WEST                                                                                                AV,SPEEDING  41 MPH in a  20 MPH zone,20,"SINGLETON, R.",1/22/2016,2:08:00 PM,316.1
6800     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/22/2016,11:47:00 AM,286.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/20/2016,3:11:00 PM,271.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  45 MPH in a  20 MP,20,"SINGLETON, R.",1/20/2016,2:32:00 PM,306.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"SINGLETON, R.",1/20/2016,2:06:00 PM,286.1
2267   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/20/2016,10:56:00 AM,216.1
1100   NWLOOP 410 EBML,SPEEDING  81 MPH in a  65 MPH zone,65,"DAVILA, J",1/20/2016,1:58:00 AM,211.1
1900   NWLOOP 410 EBML,SPEEDING  88 MPH in a  65 MPH zone,65,"DAVILA, J",1/19/2016,8:49:00 PM,326.1
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/19/2016,3:56:00 PM,186.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"ZUNIGA, E.",1/19/2016,3:30:00 PM,336.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/19/2016,2:39:00 PM,281.1
6400     WEST                                                                                                AV,SPEEDING  33 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/19/2016,2:26:00 PM,221.1
6400     WEST                                                                                                AV,SPEEDING  43 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/19/2016,2:19:00 PM,351.1
5800     BLANCO                                                                                              RD,SPEEDING  54 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/19/2016,11:21:00 AM,306.1
6700     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/18/2016,4:21:00 PM,206.1
1800   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/18/2016,3:50:00 PM,191.1
6700     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/18/2016,1:30:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/18/2016,1:03:00 PM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,12:15:00 PM,201.1
2200   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,11:59:00 AM,231.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,11:46:00 AM,191.1
6500     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,10:57:00 AM,206.1
2000   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,1:48:00 PM,384.93
2200   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/17/2016,1:42:00 PM,216.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",1/16/2016,9:56:00 PM,216.1
5700     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,9:46:00 AM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,9:05:00 AM,191.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",1/16/2016,6:23:00 PM,206.1
2200   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",1/16/2016,6:02:00 PM,326.1
1700     JACKSON KELLER                                                                                      RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,12:22:00 PM,191.1
6800     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/16/2016,12:12:00 PM,256.1
1600     JACKSON KELLER                                                                                      RD,SPEEDING  45 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,11:52:00 AM,181.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/16/2016,11:36:00 AM,352.43
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,11:30:00 AM,191.1
1900   NWLOOP 410 WBML,SPEEDING  84 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/16/2016,10:29:00 AM,226.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,10:26:00 AM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/16/2016,10:19:00 AM,216.1
6400     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",1/16/2016,1:41:00 AM,378.43
6400     BLANCO                                                                                              RD,SPEEDING  52 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/16/2016,1:31:00 PM,384.93
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/15/2016,5:12:00 PM,211.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/15/2016,3:30:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING  40 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/15/2016,2:50:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING  39 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/15/2016,2:39:00 PM,435.7
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/15/2016,2:30:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING  41 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/15/2016,2:20:00 PM,261.1
1900   NWLOOP 410 WBML,SPEEDING  76 MPH in a  65 MPH zone,65,"DAVILA, J",1/15/2016,1:22:00 AM,266.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"ZUNIGA, E.",1/14/2016,3:43:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING  31 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/14/2016,3:37:00 PM,211.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/14/2016,3:32:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"ZUNIGA, E.",1/14/2016,3:29:00 PM,276.1
6400     WEST                                                                                                AV,SPEEDING  37 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/14/2016,3:06:00 PM,241.1
6400     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/14/2016,12:35:00 PM,191.1
6800     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/14/2016,12:18:00 PM,196.1
5900     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/13/2016,4:45:00 PM,191.1
6400     WEST                                                                                                AV,SPEEDING  36 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/13/2016,3:34:00 PM,236.1
6400     WEST                                                                                                AV,SPEEDING  34 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/13/2016,3:22:00 PM,236.1
6400     WEST                                                                                                AV,SPEEDING  32 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/13/2016,3:15:00 PM,226.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"WAGGONER, W.",1/13/2016,2:13:00 PM,508.43
5900     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"DAVILA, J",1/13/2016,12:47:00 AM,313.43
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/13/2016,12:37:00 PM,201.1
2100   NWLOOP 410 WBML,SPEEDING  75 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/13/2016,11:16:00 AM,181.1
2220   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/13/2016,1:48:00 PM,216.1
1500     JACKSON KELLER                                                                                      RD,SPEEDING  53 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/13/2016,1:26:00 PM,221.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/12/2016,4:27:00 PM,216.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/12/2016,4:15:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/12/2016,3:50:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/12/2016,3:38:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING  40 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/12/2016,2:43:00 PM,266.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/12/2016,2:35:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING  42 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/12/2016,2:16:00 PM,206.1
1900   NWLOOP 410 WBML,SPEEDING  81 MPH in a  65 MPH zone,65,"DAVILA, J",1/12/2016,12:49:00 AM,211.1
1600     JACKSON KELLER                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",1/12/2016,11:21:00 AM,206.1
0002200  BLK NW MILITARY,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",1/11/2016,9:57:00 PM,281.1
5800     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,9:31:00 AM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,9:19:00 AM,186.1
6400     WEST                                                                                                AV,SPEEDING  33 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/11/2016,8:48:00 AM,301.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/11/2016,8:39:00 AM,241.1
6400     WEST OAKS                                                                                           CT,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/11/2016,8:18:00 AM,231.1
1100   NWLOOP 410 EBML,SPEEDING  86 MPH in a  65 MPH zone,65,"CRAWFORD, TONY",1/11/2016,5:51:00 AM,246.1
1500   NWLOOP 410 WBML,SPEEDING  78 MPH in a  65 MPH zone,65,"CRAWFORD, TONY",1/11/2016,5:06:00 AM,221.1
1700   NWLOOP 410 EBML,SPEEDING  82 MPH in a  65 MPH zone,65,"TOMBLIN, GARY",1/11/2016,4:54:00 AM,216.1
6400     WEST                                                                                                AV,SPEEDING  34 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/11/2016,2:21:00 PM,226.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,12:29:00 PM,216.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,12:24:00 PM,201.1
6700     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,11:21:00 AM,186.1
6500     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,10:46:00 AM,236.1
6700     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,10:37:00 AM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/11/2016,1:24:00 PM,206.1
1700   NWLOOP 410 EBML,SPEEDING  82 MPH in a  65 MPH zone,65,"ZUNIGA, E.",1/10/2016,8:52:00 AM,216.1
6700     WEST                                                                                                AV,SPEEDING  45 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/10/2016,4:55:00 PM,256.1
6800     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/10/2016,3:57:00 PM,196.1
6900     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/10/2016,3:39:00 PM,216.1
1700   NWLOOP 410 WBML,SPEEDING  80 MPH in a  65 MPH zone,65,"TOMBLIN, GARY",1/10/2016,3:24:00 AM,206.1
2200   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/10/2016,12:59:00 PM,231.1
6800     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",1/10/2016,12:15:00 AM,211.1
1900   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/10/2016,1:40:00 PM,206.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,9:23:00 AM,286.1
1500     JACKSON KELLER                                                                                      RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,9:04:00 AM,191.1
1400     JACKSON KELLER                                                                                      RD,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,8:51:00 AM,186.1
2100   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,8:25:00 AM,196.1
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,8:19:00 AM,191.1
6800     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,8:07:00 AM,271.1
   2200  MILITARY,SPEEDING  55 MPH in a  35 MPH zone,35,"COSSU, DANIEL",1/9/2016,3:36:00 PM,231.1
1600   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",1/9/2016,3:33:00 PM,211.1
6600     WEST                                                                                                AV,SPEEDING  52 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,2:28:00 PM,226.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,2:15:00 PM,191.1
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,11:43:00 AM,186.1
6400     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/9/2016,10:59:00 AM,378.43
2200   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",1/9/2016,1:07:00 AM,339.43
2200   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/8/2016,5:27:00 PM,186.1
2200   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/8/2016,5:20:00 PM,196.1
6500     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/8/2016,4:59:00 PM,266.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",1/8/2016,1:33:00 AM,332.93
1900   NWLOOP 410 WBML,SPEEDING  85 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/7/2016,9:37:00 AM,231.1
6400     WEST                                                                                                AV,SPEEDING  31 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/7/2016,3:50:00 PM,291.1
6400     WEST                                                                                                AV,SPEEDING  43 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/7/2016,3:20:00 PM,271.1
6400     WEST                                                                                                AV,SPEEDING  42 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/7/2016,3:06:00 PM,449.93
6400     WEST                                                                                                AV,SPEEDING  33 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/7/2016,2:56:00 PM,296.1
2200   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/7/2016,12:32:00 PM,221.1
1100   NWLOOP 410 EBML,SPEEDING  81 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/7/2016,11:59:00 AM,211.1
1700   NWLOOP 410 EBML,SPEEDING  85 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/7/2016,11:41:00 AM,241.1
1700   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/6/2016,1:53:00 PM,216.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"ZUNIGA, E.",1/5/2016,8:18:00 AM,366.1
5800     BLANCO                                                                                              RD,SPEEDING  51 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/5/2016,5:16:00 PM,371.93
6400     WEST                                                                                                AV,SPEEDING  40 MPH in a  20 MPH zone,20,"SIEMENS, J.",1/5/2016,2:18:00 PM,336.1
2000   NWLOOP 410 WBML,SPEEDING  83 MPH in a  65 MPH zone,65,"SINGLETON, R.",1/5/2016,11:17:00 AM,221.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",1/5/2016,1:56:00 PM,191.1
6000     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/4/2016,7:54:00 AM,191.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/4/2016,4:05:00 PM,201.1
1200     LOCKHILL SELMA                                                                                      RD,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/4/2016,3:57:00 PM,201.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"ZUNIGA, E.",1/4/2016,3:21:00 PM,266.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/3/2016,8:56:00 AM,301.1
0006500  BLK BLANCO,SPEEDING  54 MPH in a  35 MPH zone,35,"COSSU, DANIEL",1/3/2016,4:53:00 PM,226.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/3/2016,3:51:00 PM,196.1
0001800  JACKSON KELLER,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",1/3/2016,3:05:00 PM,191.1
1700     JACKSON KELLER                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",1/3/2016,1:53:00 PM,196.1
6800     BLANCO                                                                                              RD,SPEEDING  58 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",1/2/2016,2:13:00 AM,246.1
2200   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",1/1/2016,1:50:00 AM,231.1
2200   NWMILITARY                                                                                            HY,SPEEDING  56 MPH in a  35 MPH zone,35,"WAGGONER, W.",12/31/2015,2:17:00 PM,236.1
1900   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",12/31/2015,2:07:00 PM,286.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",12/31/2015,12:58:00 PM,206.1
6400     WEST                                                                                                AV,SPEEDING  55 MPH in a  35 MPH zone,35,"SPEARS, D.",12/31/2015,11:45:00 PM,417.2
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/30/2015,3:19:00 PM,191.1
6000     BLANCO                                                                                              RD,SPEEDING  49 MPH in a  35 MPH zone,35,"WAGGONER, W.",12/30/2015,12:50:00 PM,201.1
1800     JACKSON KELLER                                                                                      RD,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,9:01:00 AM,216.1
6000     BLANCO                                                                                              RD,SPEEDING  54 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/29/2015,8:47:00 AM,226.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,5:19:00 PM,196.1
6700     WEST                                                                                                AV,SPEEDING  52 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,4:18:00 PM,216.1
6000     BLANCO                                                                                              RD,SPEEDING  52 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,4:00:00 PM,216.1
6400     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,3:40:00 PM,206.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/29/2015,1:47:00 PM,201.1
1200     LOCKHILL SELMA                                                                                      RD,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,4:42:00 PM,291.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  52 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,4:18:00 PM,216.1
6000     BLANCO                                                                                              RD,SPEEDING  52 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,4:01:00 PM,216.1
1400     JACKSON KELLER                                                                                      RD,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,3:39:00 PM,236.1
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,3:17:00 PM,196.1
6500     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",12/28/2015,2:49:00 AM,352.43
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/28/2015,1:56:00 PM,397.93
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/27/2015,12:02:00 PM,201.1
1800   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",12/26/2015,5:37:00 AM,378.43
2100   NWMILITARY                                                                                            HY,SPEEDING  59 MPH in a  35 MPH zone,35,"SPEARS, D.",12/24/2015,5:13:00 AM,261.1
6400     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/23/2015,1:28:00 PM,211.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/23/2015,1:21:00 PM,206.1
