"Data.Precipitation","Date.Full","Date.Month","Date.Week of","Date.Year","Station.City","Station.Code","Station.Location","Station.State","Data.Temperature.Avg Temp","Data.Temperature.Max Temp","Data.Temperature.Min Temp","Data.Wind.Direction","Data.Wind.Speed"
"0.0","2016-05-15","5","15","2016","Bakersfield","BFL","Bakersfield, CA","California","75","87","62","32","5.02"
"0.0","2016-05-15","5","15","2016","Bishop","BIH","Bishop, CA","California","67","86","47","21","5.8"
"0.0","2016-05-15","5","15","2016","China Lake","NID","China Lake, CA","California","73","91","55","17","5.21"
"0.0","2016-05-15","5","15","2016","Concord","CCR","Concord, CA","California","65","77","53","25","7.54"
"0.08","2016-05-15","5","15","2016","Eureka","EKA","Eureka, CA","California","54","60","48","0","0.0"
"0.0","2016-05-15","5","15","2016","Fresno","FAT","Fresno, CA","California","73","87","59","30","7.67"
"0.0","2016-05-15","5","15","2016","Hayward","HWD","Hayward, CA","California","62","69","54","29","8.11"
"0.0","2016-05-15","5","15","2016","Long Beach","LGB","Long Beach, CA","California","65","71","59","24","4.14"
"0.0","2016-05-15","5","15","2016","Los Angeles","LAX","Los Angeles, CA","California","63","67","58","25","6.35"
"0.0","2016-05-15","5","15","2016","Red Bluff","RBL","Red Bluff, CA","California","70","85","55","24","5.11"
"0.0","2016-05-15","5","15","2016","Redding","RDD","Redding, CA","California","71","86","56","27","3.97"
"0.0","2016-05-15","5","15","2016","Sacramento","SAC","Sacramento, CA","California","68","83","52","22","5.32"
"0.0","2016-05-15","5","15","2016","Salinas","SNS","Salinas, CA","California","58","64","52","27","7.35"
"0.0","2016-05-15","5","15","2016","San Diego","SAN","San Diego, CA","California","65","69","62","27","5.47"
"0.0","2016-05-15","5","15","2016","San Francisco","SFO","San Francisco, CA","California","60","67","53","27","11.4"
"0.0","2016-05-15","5","15","2016","Sandberg","SDB","Sandberg, CA","California","65","75","54","25","10.67"
"0.0","2016-05-15","5","15","2016","Santa Barbara","SBA","Santa Barbara, CA","California","59","66","52","18","2.72"
"0.0","2016-05-15","5","15","2016","Santa Maria","SMX","Santa Maria, CA","California","60","68","52","30","7.71"
"0.0","2016-05-15","5","15","2016","Stockton","SCK","Stockton, CA","California","67","82","52","29","8.07"
"0.13","2016-05-15","5","15","2016","Alamosa","ALS","Alamosa, CO","Colorado","51","69","33","19","4.85"
"0.44","2016-05-15","5","15","2016","Colorado Springs","COS","Colorado Springs, CO","Colorado","53","65","41","9","5.5"
"0.38","2016-05-15","5","15","2016","Craig","CAG","Craig, CO","Colorado","50","65","34","27","3.65"
"0.42","2016-05-15","5","15","2016","Denver","DEN","Denver, CO","Colorado","52","64","40","20","5.87"
"0.38","2016-05-15","5","15","2016","Grand Junction","GJT","Grand Junction, CO","Colorado","58","73","43","15","3.21"
"0.01","2016-05-15","5","15","2016","Pueblo","PUB","Pueblo, CO","Colorado","60","75","46","12","5.18"
"0.21","2016-05-15","5","15","2016","Bridgeport","BDR","Bridgeport, CT","Connecticut","58","68","48","20","5.98"
"0.21","2016-05-15","5","15","2016","Windsor Locks","BDL","Windsor Locks, CT","Connecticut","59","72","44","22","6.01"
"0.3","2016-05-15","5","15","2016","Newark","NWK","Newark, DE","DE","59","67","51","20","6.22"
"0.3","2016-05-15","5","15","2016","Wilmington","ILG","Wilmington, DE","Delaware","59","67","51","20","6.22"
"0.0","2016-05-15","5","15","2016","Daytona Beach","DAB","Daytona Beach, FL","Florida","75","85","64","14","2.75"
"0.13","2016-05-15","5","15","2016","Fort Lauderdale","FLL","Fort Lauderdale, FL","Florida","79","85","73","11","7.7"
"0.3","2016-05-15","5","15","2016","Gainesville","GNV","Gainesville, FL","Florida","75","88","62","22","3.28"
"0.14","2016-05-15","5","15","2016","Jacksonville","JAX","Jacksonville, FL","Florida","75","88","62","16","4.25"
"0.0","2016-05-15","5","15","2016","Key West","EYW","Key West, FL","Florida","80","85","75","11","9.12"
"0.05","2016-05-15","5","15","2016","Miami","MIA","Miami, FL","Florida","80","86","73","10","6.15"
"0.0","2016-05-15","5","15","2016","Orlando","MCO","Orlando, FL","Florida","77","88","65","16","4.28"
"0.04","2016-05-15","5","15","2016","Pensacola","PNS","Pensacola, FL","Florida","77","85","68","18","6.11"
"0.0","2016-05-15","5","15","2016","Tallahassee","TLH","Tallahassee, FL","Florida","76","89","62","23","4.21"
"0.0","2016-05-15","5","15","2016","Tampa","TPA","Tampa, FL","Florida","79","86","71","24","3.92"
"0.0","2016-05-15","5","15","2016","Vero Beach","VRB","Vero Beach, FL","Florida","75","85","64","11","4.97"
"0.0","2016-05-15","5","15","2016","West Palm Beach","PBI","West Palm Beach, FL","Florida","78","86","70","11","7.02"
"0.0","2016-05-15","5","15","2016","Alma","AMG","Alma, GA","Georgia","74","86","60","23","3.42"
"0.0","2016-05-15","5","15","2016","Athens","AHN","Athens, GA","Georgia","72","85","58","26","3.51"
"0.06","2016-05-15","5","15","2016","Atlanta","ATL","Atlanta, GA","Georgia","70","81","60","26","7.88"
"0.01","2016-05-15","5","15","2016","Augusta","AGS","Augusta, GA","Georgia","71","86","57","25","3.62"
"0.0","2016-05-15","5","15","2016","Macon","MCN","Macon, GA","Georgia","72","85","58","26","4.74"
"0.0","2016-05-15","5","15","2016","Savannah","SAV","Savannah, GA","Georgia","76","87","64","22","5.21"
"0.63","2016-05-15","5","15","2016","Hilo","ITO","Hilo, HI","Hawaii","76","83","69","20","3.34"
"0.01","2016-05-15","5","15","2016","Honolulu","HNL","Honolulu, HI","Hawaii","78","84","71","5","7.1"
"0.88","2016-05-15","5","15","2016","Kahului","OGG","Kahului, HI","Hawaii","76","83","68","4","10.02"
"0.3","2016-05-15","5","15","2016","Kaunakakai","MKK","Kaunakakai, HI","Hawaii","74","80","68","4","8.6"
"0.01","2016-05-15","5","15","2016","Lihue","LIH","Lihue, HI","Hawaii","76","81","71","3","10.67"
"0.18","2016-05-15","5","15","2016","Boise","BOI","Boise, ID","Idaho","61","72","48","22","7.12"
"0.43","2016-05-15","5","15","2016","Lewiston","LWS","Lewiston, ID","Idaho","60","72","49","19","3.4"
"0.22","2016-05-15","5","15","2016","Pocatello","PIH","Pocatello, ID","Idaho","53","68","37","17","6.15"
"2.73","2016-05-15","5","15","2016","Chicago","ORD","Chicago, IL","Illinois","53","61","46","20","9.11"
"1.75","2016-05-15","5","15","2016","Moline","MLI","Moline, IL","Illinois","59","67","49","19","9.31"
"1.91","2016-05-15","5","15","2016","Peoria","PIA","Peoria, IL","Illinois","59","67","50","22","6.52"
"0.76","2016-05-15","5","15","2016","Quincy","UIN","Quincy, IL","Illinois","59","69","49","23","7.54"
"1.46","2016-05-15","5","15","2016","Rockford","RFD","Rockford, IL","Illinois","54","63","45","21","8.92"
"1.18","2016-05-15","5","15","2016","Springfield","SPI","Springfield, IL","Illinois","60","70","51","23","8.04"
"2.44","2016-05-15","5","15","2016","Evansville","EVV","Evansville, IN","Indiana","62","71","52","22","4.77"
"3.67","2016-05-15","5","15","2016","Fort Wayne","FWA","Fort Wayne, IN","Indiana","56","64","47","19","8.74"
"1.23","2016-05-15","5","15","2016","Indianapolis","IND","Indianapolis, IN","Indiana","59","67","51","22","8.7"
"1.42","2016-05-15","5","15","2016","South Bend","SBN","South Bend, IN","Indiana","54","61","45","21","9.6"
"0.81","2016-05-15","5","15","2016","Cedar Rapids","CID","Cedar Rapids, IA","Iowa","55","64","44","20","10.12"
"0.82","2016-05-15","5","15","2016","Des Moines","DSM","Des Moines, IA","Iowa","59","68","49","21","7.81"
"2.46","2016-05-15","5","15","2016","Dubuque","DBQ","Dubuque, IA","Iowa","52","61","43","20","9.51"
"1.18","2016-05-15","5","15","2016","Sioux City","SUX","Sioux City, IA","Iowa","56","68","44","25","9.01"
"0.67","2016-05-15","5","15","2016","Waterloo","ALO","Waterloo, IA","Iowa","53","62","44","21","9.57"
"2.39","2016-05-15","5","15","2016","Concordia","CNK","Concordia, KS","Kansas","59","72","46","24","6.9"
"0.0","2016-05-15","5","15","2016","Dodge City","DDC","Dodge City, KS","Kansas","58","72","44","16","8.32"
"0.31","2016-05-15","5","15","2016","Goodland","GLD","Goodland, KS","Kansas","53","66","39","21","7.58"
"0.32","2016-05-15","5","15","2016","Medicine Lodge","P28","Medicine Lodge, KS","Kansas","63","76","49","10","5.58"
"2.41","2016-05-15","5","15","2016","Topeka","TOP","Topeka, KS","Kansas","61","73","49","24","5.2"
"0.34","2016-05-15","5","15","2016","Wichita","ICT","Wichita, KS","Kansas","64","76","52","20","7.8"
"1.3","2016-05-15","5","15","2016","Covington","CVG","Covington, KY","Kentucky","60","68","52","21","7.48"
"1.37","2016-05-15","5","15","2016","Jackson","JKL","Jackson, KY","Kentucky","63","72","53","26","1.38"
"2.85","2016-05-15","5","15","2016","Lexington","LEX","Lexington, KY","Kentucky","62","72","53","22","6.41"
"1.67","2016-05-15","5","15","2016","Louisville","SDF","Louisville, KY","Kentucky","65","73","55","22","6.57"
"2.5","2016-05-15","5","15","2016","Paducah","PAH","Paducah, KY","Kentucky","64","74","53","25","4.81"
"0.0","2016-05-15","5","15","2016","Baton Rouge","BTR","Baton Rouge, LA","Louisiana","75","85","64","20","4.88"
"0.87","2016-05-15","5","15","2016","Lake Charles","LCH","Lake Charles, LA","Louisiana","77","84","69","14","5.95"
"0.0","2016-05-15","5","15","2016","New Orleans","MSY","New Orleans, LA","Louisiana","79","86","71","20","6.57"
"0.0","2016-05-15","5","15","2016","Shreveport","SHV","Shreveport, LA","Louisiana","75","84","66","13","7.77"
"0.0","2016-05-15","5","15","2016","Slidell","ASD","Slidell, LA","Louisiana","74","85","63","20","4.71"
"0.49","2016-05-15","5","15","2016","Bangor","BGR","Bangor, ME","Maine","57","71","43","25","6.55"
"1.17","2016-05-15","5","15","2016","Caribou","CAR","Caribou, ME","Maine","50","61","38","22","7.74"
"0.21","2016-05-15","5","15","2016","Portland","PWM","Portland, ME","Maine","54","65","42","22","6.3"
"1.21","2016-05-15","5","15","2016","Baltimore","BWI","Baltimore, MD","Maryland","57","65","49","19","5.5"
"1.08","2016-05-15","5","15","2016","Salisbury","SBY","Salisbury, MD","Maryland","59","68","50","17","4.6"
"0.11","2016-05-15","5","15","2016","Boston","BOS","Boston, MA","Massachusetts","60","69","51","19","8.22"
"0.0","2016-05-15","5","15","2016","Milton","MQE","Milton, MA","Massachusetts","60","60","60","23","9.91"
"0.13","2016-05-15","5","15","2016","Worcester","ORH","Worcester, MA","Massachusetts","57","67","46","25","10.02"
"0.56","2016-05-15","5","15","2016","Alpena","APN","Alpena, MI","Michigan","47","59","35","20","7.02"
"1.38","2016-05-15","5","15","2016","Detroit","DTW","Detroit, MI","Michigan","55","62","47","17","7.62"
"0.95","2016-05-15","5","15","2016","Flint","FNT","Flint, MI","Michigan","56","65","46","19","8.3"
"1.52","2016-05-15","5","15","2016","Grand Rapids","GRR","Grand Rapids, MI","Michigan","53","60","45","19","10.54"
"0.22","2016-05-15","5","15","2016","Houghton Lake","HTL","Houghton Lake, MI","Michigan","50","61","39","20","8.7"
"1.77","2016-05-15","5","15","2016","Lansing","LAN","Lansing, MI","Michigan","52","60","44","19","8.47"
"0.23","2016-05-15","5","15","2016","Marquette","MQT","Marquette, MI","Michigan","46","55","36","0","0.0"
"1.38","2016-05-15","5","15","2016","Muskegon","MKG","Muskegon, MI","Michigan","52","60","44","19","8.47"
"0.48","2016-05-15","5","15","2016","Sault Ste Marie","ANJ","Sault Ste Marie, MI","Michigan","46","55","37","20","7.72"
"0.35","2016-05-15","5","15","2016","Duluth","DLH","Duluth, MN","Minnesota","44","53","36","21","11.95"
"0.36","2016-05-15","5","15","2016","International Falls","INL","International Falls, MN","Minnesota","46","54","36","22","8.55"
"1.25","2016-05-15","5","15","2016","Minneapolis","MSP","Minneapolis, MN","Minnesota","51","58","43","21","10.84"
"1.51","2016-05-15","5","15","2016","Rochester","RST","Rochester, MN","Minnesota","49","56","41","21","11.38"
"0.75","2016-05-15","5","15","2016","St Cloud","STC","St Cloud, MN","Minnesota","48","56","40","21","9.47"
"0.0","2016-05-15","5","15","2016","Greenville","GLH","Greenville, MS","Mississippi","72","80","62","18","8.52"
"1.32","2016-05-15","5","15","2016","Greenwood","GWO","Greenwood, MS","Mississippi","70","80","60","16","6.97"
"0.03","2016-05-15","5","15","2016","Gulfport","GPT","Gulfport, MS","Mississippi","76","84","68","20","6.05"
"0.02","2016-05-15","5","15","2016","Hattiesburg","HBG","Hattiesburg, MS","Mississippi","74","84","63","20","4.97"
"0.0","2016-05-15","5","15","2016","Jackson","JAN","Jackson, MS","Mississippi","72","83","61","21","6.72"
"0.01","2016-05-15","5","15","2016","Meridian","MEI","Meridian, MS","Mississippi","70","81","59","16","5.65"
"0.31","2016-05-15","5","15","2016","Tupelo","TUP","Tupelo, MS","Mississippi","69","78","59","24","6.35"
"2.13","2016-05-15","5","15","2016","Cape Girardeau","CGI","Cape Girardeau, MO","Missouri","64","74","52","25","6.02"
"0.29","2016-05-15","5","15","2016","Columbia","COU","Columbia, MO","Missouri","63","73","51","23","6.82"
"2.21","2016-05-15","5","15","2016","Kansas City","MCI","Kansas City, MO","Missouri","60","72","49","22","5.68"
"0.33","2016-05-15","5","15","2016","Rolla/Vichy","VIH","Rolla/Vichy, MO","Missouri","60","71","47","25","7.35"
"0.12","2016-05-15","5","15","2016","Springfield","SGF","Springfield, MO","Missouri","63","74","51","22","8.05"
"1.01","2016-05-15","5","15","2016","St Joseph","STJ","St Joseph, MO","Missouri","60","72","47","20","6.3"
"2.18","2016-05-15","5","15","2016","St Louis","STL","St Louis, MO","Missouri","64","73","54","23","7.05"
"1.36","2016-05-15","5","15","2016","Billings","BIL","Billings, MT","Montana","46","56","37","20","9.05"
"0.29","2016-05-15","5","15","2016","Butte","BTM","Butte, MT","Montana","41","51","31","22","5.1"
"0.68","2016-05-15","5","15","2016","Cut Bank","CTB","Cut Bank, MT","Montana","41","51","30","16","9.4"
"0.68","2016-05-15","5","15","2016","Dillon","DLN","Dillon, MT","Montana","43","54","32","8","8.91"
"3.49","2016-05-15","5","15","2016","Glasgow","GGW","Glasgow, MT","Montana","46","57","35","20","11.05"
"0.68","2016-05-15","5","15","2016","Great Falls","GTF","Great Falls, MT","Montana","44","54","33","16","8.08"
"1.35","2016-05-15","5","15","2016","Havre","HVR","Havre, MT","Montana","44","53","34","19","7.38"
"0.51","2016-05-15","5","15","2016","Helena","HLN","Helena, MT","Montana","46","56","37","27","6.65"
"0.26","2016-05-15","5","15","2016","Kalispell","GPI","Kalispell, MT","Montana","50","61","39","4","7.95"
"1.01","2016-05-15","5","15","2016","Miles City","MLS","Miles City, MT","Montana","47","59","35","17","10.74"
"0.4","2016-05-15","5","15","2016","Missoula","MSO","Missoula, MT","Montana","51","62","40","15","8.38"
"2.25","2016-05-15","5","15","2016","Grand Island","GRI","Grand Island, NE","Nebraska","56","68","43","24","8.3"
"1.31","2016-05-15","5","15","2016","Lincoln","LNK","Lincoln, NE","Nebraska","58","71","46","25","8.65"
"2.76","2016-05-15","5","15","2016","Norfolk","OFK","Norfolk, NE","Nebraska","55","66","43","24","8.47"
"0.9","2016-05-15","5","15","2016","North Platte","LBF","North Platte, NE","Nebraska","50","63","38","26","6.51"
"3.13","2016-05-15","5","15","2016","Omaha","OMA","Omaha, NE","Nebraska","59","70","47","25","7.6"
"0.07","2016-05-15","5","15","2016","Scottsbluff","BFF","Scottsbluff, NE","Nebraska","49","61","37","25","8.44"
"0.0","2016-05-15","5","15","2016","Sidney","SNY","Sidney, NE","Nebraska","49","60","36","26","9.31"
"0.48","2016-05-15","5","15","2016","Valentine","VTN","Valentine, NE","Nebraska","49","62","36","27","7.58"
"0.03","2016-05-15","5","15","2016","Ely","ELY","Ely, NV","Nevada","51","69","33","23","7.5"
"0.0","2016-05-15","5","15","2016","Eureka","P68","Eureka, NV","Nevada","53","70","35","19","4.75"
"0.0","2016-05-15","5","15","2016","Las Vegas","LAS","Las Vegas, NV","Nevada","80","91","68","15","5.08"
"0.0","2016-05-15","5","15","2016","Mercury","DRA","Mercury, NV","Nevada","69","78","58","12","5.85"
"0.0","2016-05-15","5","15","2016","Reno","RNO","Reno, NV","Nevada","63","77","48","23","5.41"
"0.0","2016-05-15","5","15","2016","Winnemucca","WMC","Winnemucca, NV","Nevada","54","73","35","18","6.07"
"0.46","2016-05-15","5","15","2016","Concord","CON","Concord, NH","New Hampshire","56","72","39","24","6.17"
"0.0","2016-05-15","5","15","2016","Mt. Washington","MWN","Mt. Washington, NH","New Hampshire","60","60","60","26","32.77"
"0.3","2016-05-15","5","15","2016","Atlantic City","ACY","Atlantic City, NJ","New Jersey","58","67","48","20","6.02"
"0.29","2016-05-15","5","15","2016","Newark","EWR","Newark, NJ","New Jersey","60","69","50","22","6.21"
"0.02","2016-05-15","5","15","2016","Albuquerque","ABQ","Albuquerque, NM","New Mexico","67","80","53","22","7.57"
"0.56","2016-05-15","5","15","2016","Clayton","CAO","Clayton, NM","New Mexico","58","72","44","15","7.62"
"0.0","2016-05-15","5","15","2016","Roswell","ROW","Roswell, NM","New Mexico","69","83","55","18","7.81"
"0.55","2016-05-15","5","15","2016","Albany","ALB","Albany, NY","New York","55","67","41","21","7.22"
"1.18","2016-05-15","5","15","2016","Binghamton","BGM","Binghamton, NY","New York","52","63","39","23","5.97"
"0.45","2016-05-15","5","15","2016","Buffalo","BUF","Buffalo, NY","New York","55","65","44","19","8.6"
"0.67","2016-05-15","5","15","2016","Glens Falls","GFL","Glens Falls, NY","New York","53","66","40","19","4.31"
"0.24","2016-05-15","5","15","2016","Islip","ISP","Islip, NY","New York","57","68","46","22","6.07"
"0.25","2016-05-15","5","15","2016","New York","LGA","New York, NY","New York","62","70","53","20","6.52"
"0.39","2016-05-15","5","15","2016","Rochester","ROC","Rochester, NY","New York","53","64","41","20","7.52"
"0.13","2016-05-15","5","15","2016","Syracuse","SYR","Syracuse, NY","New York","53","66","41","26","7.0"
"0.18","2016-05-15","5","15","2016","Asheville","AVL","Asheville, NC","North Carolina","63","75","52","28","6.62"
"1.01","2016-05-15","5","15","2016","Cape Hatteras","HSE","Cape Hatteras, NC","North Carolina","70","76","64","23","4.78"
"0.18","2016-05-15","5","15","2016","Charlotte","CLT","Charlotte, NC","North Carolina","70","81","58","24","3.74"
"1.13","2016-05-15","5","15","2016","Greensboro","GSO","Greensboro, NC","North Carolina","68","78","58","23","5.21"
"0.17","2016-05-15","5","15","2016","Hickory","HKY","Hickory, NC","North Carolina","68","78","57","26","3.6"
"0.68","2016-05-15","5","15","2016","Raleigh/Durham","RDU","Raleigh/Durham, NC","North Carolina","69","79","58","22","3.07"
"0.8","2016-05-15","5","15","2016","Wilmington","ILM","Wilmington, NC","North Carolina","73","83","62","23","5.82"
"0.31","2016-05-15","5","15","2016","Bismarck","BIS","Bismarck, ND","North Dakota","49","60","38","25","10.92"
"0.03","2016-05-15","5","15","2016","Dickinson","DIK","Dickinson, ND","North Dakota","44","52","33","25","12.94"
"0.08","2016-05-15","5","15","2016","Fargo","FAR","Fargo, ND","North Dakota","53","62","43","24","13.1"
"0.02","2016-05-15","5","15","2016","Grand Forks","GFK","Grand Forks, ND","North Dakota","50","61","39","25","13.52"
"0.21","2016-05-15","5","15","2016","Williston","ISN","Williston, ND","North Dakota","48","60","36","25","10.32"
"0.52","2016-05-15","5","15","2016","Akron","CAK","Akron, OH","Ohio","55","63","47","22","7.32"
"1.31","2016-05-15","5","15","2016","Cleveland","CLE","Cleveland, OH","Ohio","58","66","49","18","7.61"
"0.99","2016-05-15","5","15","2016","Columbus","CMH","Columbus, OH","Ohio","56","64","48","20","7.02"
"1.58","2016-05-15","5","15","2016","Dayton","DAY","Dayton, OH","Ohio","57","66","49","21","8.6"
"1.34","2016-05-15","5","15","2016","Mansfield","MFD","Mansfield, OH","Ohio","55","62","47","19","7.55"
"0.87","2016-05-15","5","15","2016","Toledo","TOL","Toledo, OH","Ohio","54","62","46","18","8.64"
"1.18","2016-05-15","5","15","2016","Youngstown/Warren","YNG","Youngstown/Warren, OH","Ohio","55","63","45","21","6.77"
"0.04","2016-05-15","5","15","2016","Gage","GAG","Gage, OK","Oklahoma","63","78","48","12","7.62"
"0.45","2016-05-15","5","15","2016","Oklahoma City","OKC","Oklahoma City, OK","Oklahoma","66","78","54","13","9.27"
"0.35","2016-05-15","5","15","2016","Ponca City","PNC","Ponca City, OK","Oklahoma","66","78","53","9","6.9"
"0.42","2016-05-15","5","15","2016","Tulsa","TUL","Tulsa, OK","Oklahoma","68","78","58","21","8.14"
"0.41","2016-05-15","5","15","2016","Astoria","AST","Astoria, OR","Oregon","54","63","46","27","4.3"
"0.11","2016-05-15","5","15","2016","Burns","BNO","Burns, OR","Oregon","52","69","34","18","4.84"
"1.12","2016-05-15","5","15","2016","Eugene","EUG","Eugene, OR","Oregon","59","72","46","13","4.47"
"0.07","2016-05-15","5","15","2016","Medford","MFR","Medford, OR","Oregon","65","80","50","28","2.84"
"0.67","2016-05-15","5","15","2016","Pendleton","PDT","Pendleton, OR","Oregon","59","72","46","19","6.18"
"0.74","2016-05-15","5","15","2016","Portland","PDX","Portland, OR","Oregon","63","75","51","29","3.57"
"0.27","2016-05-15","5","15","2016","Redmond","RDM","Redmond, OR","Oregon","55","71","39","31","4.37"
"0.5","2016-05-15","5","15","2016","Salem","SLE","Salem, OR","Oregon","60","74","47","24","2.61"
"0.65","2016-05-15","5","15","2016","Allentown","ABE","Allentown, PA","Pennsylvania","57","68","45","23","4.81"
"0.65","2016-05-15","5","15","2016","Erie","ERI","Erie, PA","Pennsylvania","54","62","45","20","7.2"
"0.32","2016-05-15","5","15","2016","Harrisburg","MDT","Harrisburg, PA","Pennsylvania","58","66","49","21","4.88"
"0.32","2016-05-15","5","15","2016","Philadelphia","PHL","Philadelphia, PA","Pennsylvania","60","68","52","21","6.98"
"0.92","2016-05-15","5","15","2016","Pittsburgh","PIT","Pittsburgh, PA","Pennsylvania","57","65","49","20","6.61"
"0.64","2016-05-15","5","15","2016","Wilkes-Barre/Scranton","AVP","Wilkes-Barre/Scranton, PA","Pennsylvania","56","68","43","25","4.3"
"0.52","2016-05-15","5","15","2016","Williamsport","IPT","Williamsport, PA","Pennsylvania","56","67","43","24","3.74"
"0.99","2016-05-15","5","15","2016","San Juan","SJU","San Juan, PR","Puerto Rico","82","87","76","8","8.5"
"0.36","2016-05-15","5","15","2016","Providence","PVD","Providence, RI","Rhode Island","58","70","46","22","6.85"
"1.01","2016-05-15","5","15","2016","Anderson","AND","Anderson, SC","South Carolina","71","84","57","24","5.04"
"0.05","2016-05-15","5","15","2016","Charleston","CHS","Charleston, SC","South Carolina","75","86","64","24","6.08"
"0.07","2016-05-15","5","15","2016","Columbia","CAE","Columbia, SC","South Carolina","74","87","62","20","4.58"
"0.1","2016-05-15","5","15","2016","Greer","GSP","Greer, SC","South Carolina","70","82","58","21","3.88"
"0.69","2016-05-15","5","15","2016","Aberdeen","ABR","Aberdeen, SD","South Dakota","51","63","38","24","10.61"
"0.94","2016-05-15","5","15","2016","Huron","HON","Huron, SD","South Dakota","53","64","41","25","8.94"
"0.29","2016-05-15","5","15","2016","Pierre","PIR","Pierre, SD","South Dakota","49","61","38","26","10.84"
"0.24","2016-05-15","5","15","2016","Rapid City","RAP","Rapid City, SD","South Dakota","45","57","31","27","7.58"
"0.59","2016-05-15","5","15","2016","Sioux Falls","FSD","Sioux Falls, SD","South Dakota","53","63","42","25","9.17"
"2.04","2016-05-15","5","15","2016","Bristol/Jhnsn Cty/Kngsprt","TRI","Bristol/Jhnsn Cty/Kngsprt, TN","Tennessee","63","75","52","25","4.15"
"0.54","2016-05-15","5","15","2016","Chattanooga","CHA","Chattanooga, TN","Tennessee","70","80","58","24","5.01"
"1.43","2016-05-15","5","15","2016","Clarksville","CKV","Clarksville, TN","Tennessee","64","73","54","25","5.95"
"0.18","2016-05-15","5","15","2016","Crossville","CSV","Crossville, TN","Tennessee","63","73","53","25","4.34"
"1.42","2016-05-15","5","15","2016","Knoxville","TYS","Knoxville, TN","Tennessee","67","77","58","25","5.3"
"0.9","2016-05-15","5","15","2016","Memphis","MEM","Memphis, TN","Tennessee","70","78","61","22","7.21"
"0.2","2016-05-15","5","15","2016","Nashville","BNA","Nashville, TN","Tennessee","67","77","57","25","5.38"
"1.48","2016-05-15","5","15","2016","Oak Ridge","OQT","Oak Ridge, TN","Tennessee","67","77","56","27","1.18"
"3.27","2016-05-15","5","15","2016","Abilene","ABI","Abilene, TX","Texas","71","81","60","13","8.21"
"0.5","2016-05-15","5","15","2016","Amarillo","AMA","Amarillo, TX","Texas","60","73","47","13","9.41"
"1.57","2016-05-15","5","15","2016","Austin/Bergstrom","AUS","Austin/Bergstrom, TX","Texas","75","84","66","9","6.38"
"1.71","2016-05-15","5","15","2016","Austin/City","ATT","Austin/City, TX","Texas","75","84","66","10","2.35"
"0.23","2016-05-15","5","15","2016","Beaumont/Port Arthur","BPT","Beaumont/Port Arthur, TX","Texas","79","86","70","14","6.74"
"0.27","2016-05-15","5","15","2016","Brownsville","BRO","Brownsville, TX","Texas","80","87","73","12","10.84"
"0.52","2016-05-15","5","15","2016","Childress","CDS","Childress, TX","Texas","68","80","56","17","8.05"
"0.4","2016-05-15","5","15","2016","College Station","CLL","College Station, TX","Texas","76","85","67","13","6.1"
"2.81","2016-05-15","5","15","2016","Corpus Christi","CRP","Corpus Christi, TX","Texas","80","87","73","12","11.1"
"0.59","2016-05-15","5","15","2016","Dalhart","DHT","Dalhart, TX","Texas","60","74","45","15","8.05"
"1.21","2016-05-15","5","15","2016","Dallas","DAL","Dallas, TX","Texas","75","84","65","11","8.91"
"1.1","2016-05-15","5","15","2016","Dallas-Fort Worth","DFW","Dallas-Fort Worth, TX","Texas","74","83","64","11","10.7"
"0.14","2016-05-15","5","15","2016","Del Rio","DRT","Del Rio, TX","Texas","78","86","70","11","7.84"
"0.0","2016-05-15","5","15","2016","El Paso","ELP","El Paso, TX","Texas","74","88","61","19","7.92"
"1.82","2016-05-15","5","15","2016","Fort Worth","FTW","Fort Worth, TX","Texas","74","84","63","15","9.4"
"0.1","2016-05-15","5","15","2016","Galveston","GLS","Galveston, TX","Texas","78","81","74","13","8.97"
"1.81","2016-05-15","5","15","2016","Houston","HOU","Houston, TX","Texas","79","87","71","22","5.5"
"2.01","2016-05-15","5","15","2016","Lubbock","LBB","Lubbock, TX","Texas","66","79","53","13","10.8"
"0.03","2016-05-15","5","15","2016","Midland","MAF","Midland, TX","Texas","73","86","61","15","12.6"
"0.58","2016-05-15","5","15","2016","San Angelo","SJT","San Angelo, TX","Texas","74","87","61","13","8.94"
"1.85","2016-05-15","5","15","2016","San Antonio","SAT","San Antonio, TX","Texas","76","83","68","10","6.88"
"0.72","2016-05-15","5","15","2016","Victoria","VCT","Victoria, TX","Texas","78","86","69","12","7.24"
"2.15","2016-05-15","5","15","2016","Waco","ACT","Waco, TX","Texas","74","84","63","14","7.01"
"0.11","2016-05-15","5","15","2016","Wichita Falls","SPS","Wichita Falls, TX","Texas","70","82","57","13","10.8"
"0.25","2016-05-15","5","15","2016","Salt Lake City","SLC","Salt Lake City, UT","Utah","61","73","48","20","4.71"
"2.63","2016-05-15","5","15","2016","Blacksburg","BCB","Blacksburg, VA","VA","64","73","54","19","7.0"
"0.51","2016-05-15","5","15","2016","Burlington","BTV","Burlington, VT","Vermont","55","67","42","26","6.01"
"0.21","2016-05-15","5","15","2016","Lynchburg","LYH","Lynchburg, VA","Virginia","62","71","52","18","3.28"
"0.24","2016-05-15","5","15","2016","Norfolk","ORF","Norfolk, VA","Virginia","65","73","57","14","4.87"
"0.24","2016-05-15","5","15","2016","Richmond","RIC","Richmond, VA","Virginia","62","71","54","14","4.6"
